uid,review_date,salary_fairness,compensation_competitiveness,benefits_adequacy,workload_balance,schedule_flexibility,leave_policies_adequacy,mission_values_meaningful,positive_inclusive_culture,company_values_alignment,diversity_hiring_promotion,employees_feel_included,respectful_welcoming_environment,professional_growth_opportunities,training_skill_development,clear_career_paths,manager_communication_clarity,raising_concerns_comfortability,manager_support_for_employees,free_text_box
4f338ce6-14bc-4c57-aadd-951c3f13918d,2023-03-20,1,1,1,1,2,1,1,1,1,1,2,2,2,2,2,2,2,1,I've found career progression to be poor and unclear.
9d544bae-6dd8-44d8-a32f-340ccf058ac1,2023-06-22,2,1,1,1,2,2,2,1,2,1,3,2,1,2,1,2,2,2,I've found career progression to be mess and unclear.
158bfcd3-dfc6-43c1-a0e5-2db8578358e4,2024-04-11,4,3,3,3,3,4,4,3,4,4,5,2,4,4,3,4,3,3,I have mixed feelings. The new policy is standard.
46bdde35-8a17-4cd5-afe7-02a44fa34bb8,2024-08-03,1,1,2,2,1,1,2,1,1,1,1,2,2,1,1,2,2,2,The recent organizational changes were communicated in a low manner.
6074ac9f-4303-41d3-9d6a-d32cfad7d607,2024-02-20,3,3,3,4,3,4,3,3,4,4,3,3,4,4,4,3,4,3,Performance evaluations are standard and generally follow the same format.
bb477ca5-508a-46c9-98da-73602394c1da,2024-03-24,5,5,4,4,4,5,5,5,5,5,4,5,5,5,4,4,5,5,The workplace environment is love and promotes love collaboration.
487037f0-7f23-4551-bf42-2c0a615daf8b,2023-03-28,5,4,5,4,4,4,5,5,5,5,4,4,5,5,4,4,5,5,I'm truly proud with the recognition I've received.
a1c2f5d3-1cb8-4f50-b75e-a9b0239dbdcc,2023-04-11,3,3,3,3,4,3,3,3,3,3,4,3,3,3,4,3,3,4,I find the level of autonomy to be fine.
d18937bd-57b0-4bd0-89bf-d52d650c4df6,2023-01-08,2,1,2,1,2,2,1,2,1,2,2,3,2,2,1,2,2,2,The workload is terrible and I have a terrible work-life balance.
5c3134f1-3dab-4288-b31c-770c931ed7a5,2023-07-19,5,4,4,5,4,5,5,5,5,5,3,4,5,5,4,4,4,5,I am proud with the company culture.
2a80b3b0-b83e-497b-b5a1-a425cc41524e,2024-05-19,4,4,5,4,5,5,5,5,5,4,4,4,4,5,5,4,4,4,My manager is so supportive. I am supportive with the leadership.
fb071d19-5f4c-4558-9bba-de3d0997880e,2023-03-28,3,4,4,4,4,4,4,3,4,2,4,4,3,3,4,3,4,4,Everything is just standard. There's nothing much to say.
3ec87f2f-fa1e-4042-9b60-6b458bc85088,2023-02-12,3,4,4,4,3,4,4,4,4,4,2,4,4,4,3,3,4,3,Everything is just acceptable. There's nothing much to say.
4d738c42-d69d-46bd-ae00-cbc3db4d7c32,2024-01-20,4,5,4,5,5,4,5,4,4,3,4,4,4,4,5,4,5,5,The compensation is fantastic and I feel fantastic fantastic.
43b691f3-d4ba-4e5f-82c4-0ec3bc454e7c,2024-09-12,5,4,5,5,4,4,4,5,3,5,4,4,4,4,4,5,5,5,My manager is so enjoy. I am enjoy with the leadership.
3e2530f5-3df7-4f23-89c5-c84cbc36eb88,2024-03-10,1,2,1,1,2,2,1,2,2,2,1,2,2,2,2,2,1,1,I've found career progression to be unhappy and unclear.
306dde73-2274-47fc-8047-c5655a800e00,2024-02-12,4,5,4,4,4,4,4,4,4,4,4,5,4,4,5,5,4,4,The workplace environment is proud and promotes proud collaboration.
8239756a-a5da-43cc-9907-8806f0c86dcb,2024-04-27,1,2,1,2,2,1,1,1,1,1,1,2,1,2,1,2,2,1,Communication is a stagnant here. I am stagnant with management.
144e9b51-8616-4b43-8ad2-331984f1067b,2024-10-25,4,5,5,4,5,4,4,5,3,5,4,4,4,4,5,4,4,4,I'm truly enjoy with the recognition I've received.
c85e05a8-6693-403a-89d7-6d23d9119287,2023-01-17,4,4,4,4,4,3,4,4,3,3,4,3,3,4,4,4,4,3,I have mixed feelings. The new policy is normal.
302580b9-0f2a-4b8b-bf61-23b38da35d1e,2024-10-06,3,4,4,3,3,3,4,4,2,4,3,5,4,4,4,3,3,4,My benefits are normal and meet my basic needs.
fd0c0173-b633-4cc6-8565-f3692c78129d,2023-05-28,5,5,4,4,5,5,4,4,4,5,4,3,4,5,5,5,5,4,The company's mission is wonderful and I feel aligned with its values.
39b6e011-27c1-4b32-8130-f5e8667f15e4,2023-10-04,5,5,4,5,4,5,5,5,5,5,3,4,5,4,4,5,5,5,I'm truly valued with the recognition I've received.
0b5fd3c8-b53c-4019-bf09-5a9556e20530,2023-08-20,4,4,4,4,3,4,4,4,3,4,3,2,4,3,3,4,4,3,Performance evaluations are acceptable and generally follow the same format.
6b0fe42d-cc04-4406-a3d1-8e3be2a865da,2024-01-01,1,1,2,1,2,2,2,1,2,1,3,2,2,1,2,2,2,1,"My contributions feel completely problem, and I am not problem for my work."
002960f6-0c50-431b-8eb7-631cf418459e,2023-08-16,4,3,4,3,4,3,3,3,3,3,3,3,4,4,4,4,4,4,The training provided is acceptable. It serves its purpose.
9aaf177d-a6a6-4cba-ace9-cd189dd7a15c,2024-10-12,4,4,5,5,4,5,4,4,3,4,4,4,4,5,4,4,5,4,The professional growth opportunities here are happy.
104ff492-37a2-4373-8757-3daa8d08431a,2024-03-11,3,4,3,3,3,3,3,4,4,4,4,4,4,3,4,4,4,3,Performance evaluations are okay and generally follow the same format.
6f5ec9c9-e668-45a2-9835-164c4569eaa1,2024-02-03,1,1,1,1,2,1,2,2,1,2,2,2,1,2,1,2,1,2,The tools and resources provided are problem to perform my job effectively.
dbad8984-6551-4dad-8cdd-10a7eca0c4e8,2023-07-30,2,2,1,2,1,1,2,2,1,1,2,1,2,2,2,1,2,1,"My contributions feel completely stagnant, and I am not stagnant for my work."
0ac54a66-af00-49cf-907d-19c656e0c4a6,2024-01-26,2,2,2,1,1,2,2,2,1,3,1,2,2,2,2,1,1,2,"My contributions feel completely difficult, and I am not difficult for my work."
e900e750-eef5-4f36-935f-ae3bd756d410,2024-05-13,2,1,1,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,Communication is a problem here. I am problem with management.
846bde75-b070-49d9-a77f-2bfca7b7c363,2024-06-23,2,1,2,2,1,2,1,1,2,1,1,1,1,2,1,2,1,1,The workload is terrible and I have a terrible work-life balance.
fe3bec38-d677-4417-86a2-81323d5781c4,2024-07-16,4,4,5,5,5,5,5,5,3,5,4,5,5,4,5,4,4,4,The workplace environment is supportive and promotes supportive collaboration.
e9cd5eae-5703-47b7-a37b-a08e9ace824e,2024-05-05,3,4,3,4,4,4,3,3,3,3,2,3,3,4,3,3,3,3,The company's approach to innovation is quite average.
ed32f1f4-3824-456e-86ee-84dad1dd7959,2024-03-17,4,3,4,3,4,3,3,3,4,3,4,4,3,4,3,4,3,4,Everything is just expected. There's nothing much to say.
f82b42e7-0dca-4e37-a2f6-09ed50ec257c,2023-09-18,2,2,2,1,1,2,1,2,2,2,2,3,2,2,2,2,1,2,I've found career progression to be terrible and unclear.
4f9f2e88-fcc8-4b65-895e-ae5a90160ca9,2023-12-16,5,4,5,4,4,4,5,4,3,4,4,3,4,5,5,4,4,4,My manager is so enjoy. I am enjoy with the leadership.
3b37f07a-09af-450e-9c92-784e91ecd9d5,2023-12-18,4,3,4,4,4,3,3,4,3,4,3,4,4,4,4,3,4,4,The training provided is typical. It serves its purpose.
13cbde01-3155-413b-a646-bc045913c346,2024-06-03,3,3,4,3,4,3,3,4,4,4,4,4,3,3,3,3,3,4,My benefits are typical and meet my basic needs.
de9fea43-2a6c-481b-916d-f80792c6eb64,2023-11-16,3,4,4,3,3,4,3,4,2,3,4,5,3,3,4,4,4,4,Performance evaluations are typical and generally follow the same format.
f8ca83c2-1696-4a42-a971-7f641984ecf6,2023-05-18,4,3,3,3,3,4,4,3,5,4,2,3,4,4,4,3,4,3,Performance evaluations are acceptable and generally follow the same format.
33b6c55f-44ae-4781-8300-c876123f4d66,2024-07-03,3,4,3,3,3,4,4,3,3,3,4,2,4,4,4,3,3,3,The training provided is normal. It serves its purpose.
ce2efbde-14e8-4007-b4b4-1aede162b6e7,2024-09-14,1,1,1,1,1,1,1,2,1,2,1,1,1,1,2,2,1,1,There's a difficult culture and a difficult of respect.
811b3437-e005-46ea-a282-fd04cd366f0f,2024-01-03,5,4,4,4,5,4,5,4,4,3,4,4,5,4,5,4,5,4,I feel excellent about my job. The team is excellent.
091b5fdc-f634-4e12-b412-0bdca77f786c,2023-08-08,1,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,The workload is difficult and I have a difficult work-life balance.
04f57915-f1e3-40bb-9c7f-26e6436270d9,2023-12-03,4,5,4,4,4,5,4,4,5,4,4,3,4,5,4,4,4,5,My manager is so excellent. I am excellent with the leadership.
7890e4eb-dcbc-4801-abb4-7c161e19df23,2023-08-11,5,5,5,5,5,4,5,5,4,5,5,5,5,5,5,5,4,4,My manager is so proud. I am proud with the leadership.
5ca0d924-4bb7-46d0-ae24-32019680a651,2024-10-09,1,2,1,1,2,2,2,2,1,2,3,2,1,2,1,1,2,1,I'm problem with my salary. It is problem for my experience.
818f860f-5fe7-4c5b-97a9-783ffbf89d11,2023-12-26,3,3,4,3,4,3,3,4,3,5,4,4,3,4,4,3,3,3,I find the level of autonomy to be okay.
488783f9-95a8-4642-a8eb-72a920537350,2023-11-25,4,4,4,5,5,5,4,4,3,4,3,4,4,5,4,5,4,5,The company's mission is enjoy and I feel aligned with its values.
ab4e3101-d0bb-4ddc-8e41-93506d0c7425,2024-04-07,5,4,4,5,4,5,4,4,4,4,4,4,4,4,4,5,4,4,The company's mission is happy and I feel aligned with its values.
132e5d59-b940-426e-8ba2-7fb2791d0dbd,2024-07-14,4,4,3,4,4,4,3,4,2,4,3,4,3,3,4,3,4,3,The training provided is expected. It serves its purpose.
c15b2aca-bde0-4fe8-938b-274e35f5a0ac,2024-01-17,2,1,2,2,2,2,1,1,1,1,1,2,1,2,2,1,1,1,The recent organizational changes were communicated in a unbearable manner.
0f43baf0-ff18-4cd8-8a5a-dc518398fe63,2024-08-12,5,4,4,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,The compensation is valued and I feel valued valued.
a9bcd6ce-958d-40fc-b2cb-6b6b44879897,2024-09-08,2,1,2,2,2,2,2,1,2,1,2,2,2,1,2,2,1,1,"My contributions feel completely stagnant, and I am not stagnant for my work."
ab0f686c-3d69-4246-8fc8-6a83edc1ee0b,2023-06-18,3,4,4,4,3,3,3,4,3,5,4,4,3,4,3,3,3,4,The training provided is typical. It serves its purpose.
49e90c2a-4e3c-417d-b4f9-94edbd0836f8,2023-08-05,5,4,5,4,5,4,4,5,4,5,4,4,5,4,5,5,4,4,The compensation is fantastic and I feel fantastic fantastic.
9f278cd9-ef6f-4c2c-9317-8b91aabaf2e8,2024-01-13,4,3,4,3,3,3,4,4,3,5,3,2,4,3,3,4,3,4,I find the level of autonomy to be acceptable.
c349dc46-e5bd-4995-be4e-85ac1a4bf692,2023-04-29,1,1,1,2,1,2,2,2,2,2,3,2,1,1,2,2,2,1,There's a difficult culture and a difficult of respect.
6bc87c7c-6558-4981-ac67-50cb872ce74d,2023-07-09,4,5,5,5,4,4,5,5,5,5,5,5,4,4,5,4,5,5,The compensation is supportive and I feel supportive supportive.
8a415dce-43bd-4bea-8897-28727dc3257b,2024-01-05,3,4,3,4,4,4,3,4,4,5,2,4,3,3,4,3,4,3,The training provided is normal. It serves its purpose.
10516f81-a5f9-450c-b947-8b424ca871e9,2023-05-29,3,4,3,3,4,3,3,4,4,3,4,5,3,4,4,3,3,3,My benefits are fine and meet my basic needs.
0cd6fedc-2983-4fda-bbe3-59732c90f8f6,2024-11-06,1,2,1,1,1,2,2,1,3,1,1,1,2,1,2,1,2,1,I'm low with my salary. It is low for my experience.
28ff3f7d-11af-4465-bdf9-bff2d65e1e7f,2024-10-13,3,4,3,4,4,3,4,3,3,3,3,4,3,3,4,4,4,3,Everything is just regular. There's nothing much to say.
27490be8-17e5-4bfc-9f13-ce9680c820ae,2024-05-02,4,4,5,5,5,4,5,4,3,3,5,4,4,4,5,5,4,5,The workplace environment is excellent and promotes excellent collaboration.
c371716c-779a-4cda-a459-54b6b27f0a42,2024-01-09,4,4,4,5,5,5,5,4,4,5,5,4,4,5,5,5,4,4,My manager is so fantastic. I am fantastic with the leadership.
958e59f5-7b66-4b0b-9812-3e2f5c92fa5d,2024-11-23,5,4,4,4,5,4,5,5,5,5,5,5,5,5,4,5,4,4,The compensation is love and I feel love love.
9a967b5b-9f0f-4298-bb92-52b3d8b13bc6,2023-06-09,1,2,2,1,1,1,2,1,2,1,1,1,1,2,2,1,2,2,The recent organizational changes were communicated in a low manner.
0f5f8ee3-1504-44ee-9555-87d1b807b8bd,2023-12-17,1,1,2,2,1,2,1,1,1,2,1,2,1,2,1,2,1,2,I've found career progression to be poor and unclear.
4b063157-ba5e-4404-964e-84067877edce,2023-10-15,3,3,3,3,3,3,4,3,4,2,2,2,4,4,3,3,3,4,My benefits are expected and meet my basic needs.
4fd21380-3e2f-4f3d-92e0-b0f7f5ee07d7,2023-10-15,5,4,5,5,5,5,4,5,4,4,4,4,5,5,5,4,5,4,I'm truly great with the recognition I've received.
fdccd389-8847-430b-8ff5-1fc50ec1007f,2023-08-14,3,3,4,3,4,3,4,3,4,3,3,2,3,4,4,4,4,4,I have mixed feelings. The new policy is expected.
0f3ed709-537a-42b7-9780-35262e433650,2024-06-06,2,2,2,1,2,1,2,2,1,3,2,3,1,1,2,1,1,2,The recent organizational changes were communicated in a low manner.
8504df15-8836-482e-b785-f5ebe2a122d0,2024-06-05,5,5,5,5,5,5,4,5,4,5,5,4,4,5,4,5,5,4,I'm truly valued with the recognition I've received.
fc85d5e0-6567-4341-8522-46d8c54195fd,2023-09-30,5,5,5,4,5,4,4,5,5,5,4,4,5,4,4,5,5,5,The compensation is enjoy and I feel enjoy enjoy.
eb162e94-4a65-4950-a23b-cf37d237fe5c,2024-02-06,3,4,3,3,3,3,4,4,3,3,4,4,4,4,4,3,3,3,The company's approach to innovation is quite standard.
c1b3e260-5f04-43f2-9296-72fd745ba2b9,2023-07-02,5,4,5,4,4,5,5,5,5,4,5,5,5,4,5,5,5,5,My manager is so supportive. I am supportive with the leadership.
d8d40ec5-c23e-47d0-9b02-1614ad2a96e3,2024-10-26,2,1,1,1,2,2,1,1,3,1,1,2,1,2,1,1,1,2,There's a difficult culture and a difficult of respect.
b5338ca0-f851-4820-9e3d-22f725745774,2024-05-02,2,1,2,2,1,2,1,2,2,3,1,2,2,2,1,2,2,2,Communication is a difficult here. I am difficult with management.
133d51dd-135d-410d-97f2-9d9ab62d5717,2023-05-04,4,4,4,5,5,4,4,4,4,5,3,4,5,4,5,5,4,4,I feel wonderful about my job. The team is wonderful.
37011db6-3920-479c-8678-89d33b733689,2024-09-17,4,4,5,5,4,4,4,4,4,4,4,3,4,4,4,4,5,5,The compensation is great and I feel great great.
e1653a39-c148-4520-82cd-caf60cfdcc4d,2024-02-18,2,1,2,1,1,1,2,1,2,1,2,2,1,2,1,2,1,2,I'm unbearable with my salary. It is unbearable for my experience.
b0e14f7a-1ec8-4695-9a25-cc6ff5ce3483,2024-12-25,4,4,5,4,4,4,5,4,5,4,4,3,4,4,4,5,5,5,My manager is so enjoy. I am enjoy with the leadership.
a6bb077c-539f-4a77-ac45-c63901bd6b5d,2023-06-21,5,4,4,4,4,4,5,5,5,5,5,4,5,5,5,4,4,5,The workplace environment is happy and promotes happy collaboration.
06977f1d-5665-4d04-9447-d6c611a1d243,2023-10-15,2,1,2,1,2,2,2,1,2,1,3,2,1,2,2,2,2,2,Communication is a problem here. I am problem with management.
cc3c1941-ad87-4c6c-a8de-bb614b703ade,2024-03-10,2,1,2,1,1,1,2,1,1,1,1,1,2,2,1,1,2,1,I'm problem with my salary. It is problem for my experience.
1845ff91-59ea-45d6-803e-f935095bd116,2024-11-16,1,1,2,1,1,1,1,1,1,1,3,2,1,1,1,2,2,1,Communication is a terrible here. I am terrible with management.
9d8b2ccc-fada-496c-9f00-f92ecee19f32,2023-04-23,4,4,3,3,3,3,4,3,4,3,4,4,3,4,4,4,3,3,My benefits are okay and meet my basic needs.
158da5b5-a58b-487f-a62b-5f8f5aea0da8,2023-05-02,5,4,4,4,5,5,5,5,5,5,4,4,4,5,5,4,4,5,I am fantastic with the company culture.
579527ea-5f2a-46f3-a939-6efaa2dc904d,2024-06-27,1,2,1,2,2,1,2,1,2,1,1,1,2,2,1,2,2,2,There's a toxic culture and a toxic of respect.
fab9db51-4e2e-4dc2-a7b3-6088c67884c8,2023-08-10,4,5,5,4,4,4,5,5,5,5,4,4,4,5,5,5,4,5,I'm truly excellent with the recognition I've received.
55f7c59a-7e84-46c4-8d15-5d7543602869,2024-09-22,3,4,3,3,4,4,3,4,2,5,4,2,4,4,4,4,3,4,Everything is just acceptable. There's nothing much to say.
96b9c0a7-a00b-4b39-8153-ba736f16bd28,2023-02-08,2,2,2,2,1,2,2,1,1,2,1,1,2,1,2,1,1,1,There's a toxic culture and a toxic of respect.
d7138213-199a-4fc4-a02e-397b4c7139f4,2024-05-11,1,2,2,1,2,1,1,2,1,2,1,2,1,2,2,1,1,2,I've found career progression to be unhappy and unclear.
0565f784-9d6a-4e33-9820-9d395ae9cfc3,2023-08-21,4,5,5,4,5,4,5,4,4,3,5,4,5,5,4,5,4,4,The company's mission is happy and I feel aligned with its values.
18fda278-0d9f-43bc-a741-563715fb098f,2024-06-13,3,3,3,4,3,4,3,3,4,3,4,4,4,4,4,3,3,4,My job is standard. The responsibilities are standard.
6bc0215e-419b-475d-b643-494734b420a0,2023-05-29,2,1,1,1,1,2,2,2,1,2,3,2,1,1,2,2,2,1,"My contributions feel completely poor, and I am not poor for my work."
ef815cc1-e317-4fc2-ad8b-58fa07a0ae14,2024-02-01,5,4,4,4,5,5,4,4,4,4,5,4,5,5,5,4,5,5,The professional growth opportunities here are enjoy.
a31e4d60-5109-4acf-ae60-c63d7575a432,2024-10-22,2,2,2,2,2,2,1,1,2,1,2,1,2,1,2,2,2,2,There's a low culture and a low of respect.
ae112b98-7587-4afd-809a-93f6d3e17e7c,2024-09-29,4,4,5,5,4,5,5,4,4,5,4,4,5,5,4,5,5,5,I am wonderful with the company culture.
3aaf328f-84e7-409a-9288-a47a51b66a99,2023-10-29,3,4,3,3,4,4,4,4,3,4,5,5,4,3,3,3,4,3,The training provided is average. It serves its purpose.
45f5ab56-1570-47a7-a5d0-86f63c145e47,2023-12-26,1,1,1,1,1,2,1,2,2,2,1,2,2,1,1,1,2,1,The tools and resources provided are mess to perform my job effectively.
bed3a944-e362-4f78-8425-1267c79bbc68,2023-08-26,5,5,5,5,5,4,5,5,5,5,4,5,4,5,4,5,4,4,I am proud with the company culture.
ad2c1418-877e-438d-bcfa-98ffccb5640d,2024-10-08,3,4,4,4,4,4,4,4,3,4,3,3,3,4,4,4,4,4,The company's approach to innovation is quite typical.
89176780-abdd-4744-9454-32e68e784b11,2024-10-24,4,5,4,4,4,4,4,5,5,5,4,4,4,4,5,4,4,5,The workplace environment is enjoy and promotes enjoy collaboration.
df6fbb15-9104-4f3b-9864-6ea369f8c7ea,2023-08-24,4,3,4,3,4,4,3,3,4,3,4,4,3,4,4,4,4,4,The training provided is normal. It serves its purpose.
7118cda4-7f71-4074-b937-2ceea747ee8f,2023-07-22,4,4,5,5,5,5,4,4,4,3,4,3,5,5,5,4,4,4,I feel proud about my job. The team is proud.
a2d248e1-cd37-48ab-99f0-78af25b0300d,2023-09-13,4,3,3,4,3,4,4,3,3,4,5,4,4,3,3,4,3,4,Performance evaluations are normal and generally follow the same format.
02f9e702-6dd7-4197-bc6e-0ffe33e2c8f8,2024-08-20,3,4,3,3,4,3,4,4,3,4,4,5,4,4,4,3,3,4,The company's approach to innovation is quite okay.
89712f5b-8d1a-4738-8055-f2f69091cf6f,2024-10-23,4,4,5,4,4,5,5,4,5,4,5,5,4,5,4,5,5,4,I'm truly happy with the recognition I've received.
607bd0fa-f994-4c61-984f-1b31d6bfd169,2023-08-23,5,4,5,4,5,5,5,4,4,4,4,5,4,5,5,4,4,4,I feel fantastic about my job. The team is fantastic.
29c67aad-6819-4fbd-b97e-542cb1f3e2fb,2023-12-11,3,4,3,3,3,3,3,4,3,4,5,4,3,3,3,3,4,3,The training provided is expected. It serves its purpose.
35ed22d3-e675-46c7-b4f8-b045d9cf5b67,2024-06-17,4,5,4,5,5,4,4,4,5,5,4,5,4,5,5,5,4,5,The professional growth opportunities here are supportive.
ae0be4d2-1727-4457-a7c8-9774e8cb4337,2024-04-10,4,5,5,5,4,5,4,4,5,4,5,5,5,5,4,4,5,4,The workplace environment is proud and promotes proud collaboration.
aa816ff8-7a7f-4704-b1c8-252f305ac14a,2024-06-24,4,3,4,3,4,4,3,4,4,4,5,3,4,3,4,3,3,4,I have mixed feelings. The new policy is average.
2f1faee4-21cc-4293-bad0-7f23890dcb40,2023-08-01,5,5,4,5,5,5,5,5,5,5,4,4,4,5,4,5,4,5,I'm truly fantastic with the recognition I've received.
6525087c-455a-4202-ac61-729dbea2637a,2024-04-07,2,1,1,1,2,2,2,1,1,2,2,2,1,2,2,1,1,1,Communication is a unbearable here. I am unbearable with management.
871c7db0-a16b-49ac-a53d-ed3c4d1f9676,2024-03-11,4,4,4,4,4,5,5,4,5,3,5,4,5,5,4,5,5,4,The compensation is great and I feel great great.
a04bc02e-e455-417d-b61f-2d2a97827200,2023-10-10,3,3,4,4,3,4,4,4,2,4,4,3,3,3,4,4,3,4,The company's approach to innovation is quite standard.
485570c3-a16c-4d2a-a9b5-82a375e70d63,2024-07-15,1,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,1,1,The recent organizational changes were communicated in a problem manner.
fdf2e4f1-c7cd-41d6-bb44-0abd7219bd35,2024-08-29,1,2,1,1,1,1,1,1,2,1,1,2,2,2,1,2,2,1,Communication is a toxic here. I am toxic with management.
91985f8a-8ce0-498d-8406-747681713b83,2024-04-07,1,1,2,2,2,2,2,1,1,1,2,2,2,1,2,1,2,2,I've found career progression to be stagnant and unclear.
7d9eeab0-8f1c-4c56-bae3-e3ef877c8e5e,2024-02-11,3,3,3,3,3,3,3,4,5,4,4,4,3,4,3,3,4,4,The training provided is normal. It serves its purpose.
19a65585-e5a0-43c9-8def-61ee49631043,2023-03-29,5,5,4,5,5,4,5,5,5,4,4,4,5,4,4,5,5,4,I am wonderful with the company culture.
858a1584-444e-4432-b756-83314818f48f,2023-02-13,3,4,4,4,4,4,3,3,3,3,2,3,3,3,4,3,3,4,Performance evaluations are fine and generally follow the same format.
1b3ccf9b-2482-4214-bf05-03edc4f1fcf9,2024-04-05,1,1,1,2,1,1,2,1,1,1,3,1,2,2,1,1,2,2,The workload is terrible and I have a terrible work-life balance.
e9dc53cb-cebf-4f4c-90b0-24a0b73088a5,2023-10-05,1,1,1,2,1,1,2,2,1,1,3,2,1,2,1,2,1,2,I've found career progression to be unhappy and unclear.
d2d0c8e6-9283-4028-81f1-88d2d238c88f,2024-11-13,5,5,4,5,5,5,5,5,5,5,3,4,4,5,4,5,4,4,I'm truly proud with the recognition I've received.
c5591ca5-bff4-4464-8187-214613c8863a,2024-02-25,3,4,3,3,3,4,4,4,4,4,4,4,4,3,3,4,3,3,My benefits are acceptable and meet my basic needs.
866ca64f-47dd-4c91-a9f0-91a9c85a3b4d,2024-12-01,2,2,1,2,2,1,2,2,1,2,2,2,1,1,2,2,1,2,The workload is toxic and I have a toxic work-life balance.
5d26e4e5-17bd-4ed0-8d14-8c86cf25c7e7,2023-12-19,5,4,5,5,5,5,5,4,5,4,5,5,5,4,4,5,4,4,The company's mission is proud and I feel aligned with its values.
e71ca7a4-95c0-422d-aa6b-fde1802b00b0,2024-11-26,4,3,3,4,3,4,3,4,4,3,4,4,4,4,3,3,3,3,The company's approach to innovation is quite expected.
6c5bac8a-4a84-4b8d-98dc-bfe27c207226,2024-05-29,2,2,1,2,2,1,1,2,2,2,1,2,1,2,1,1,2,2,I've found career progression to be mess and unclear.
00c9044d-2ee4-405f-a744-932532429d1e,2024-12-03,3,4,3,3,3,4,3,3,2,3,3,3,3,4,3,4,3,4,The company's approach to innovation is quite fine.
792e4124-a59b-40e4-97c3-d36b0a69da12,2024-09-21,1,2,1,1,1,1,2,2,2,2,2,2,2,2,1,1,2,1,The tools and resources provided are terrible to perform my job effectively.
180d6906-04f8-4397-addc-dd0552f61f26,2023-01-19,4,4,4,5,4,4,5,5,3,5,5,5,4,4,5,5,4,4,My manager is so happy. I am happy with the leadership.
fdb827fd-fdd4-4db3-a454-7454f8c8431e,2023-01-23,2,1,2,1,1,1,2,2,1,3,2,2,2,2,2,1,2,1,The workload is stagnant and I have a stagnant work-life balance.
591580c8-9cc0-4b0c-bd3c-27d3563d214e,2024-02-17,3,4,3,3,3,4,3,4,3,4,3,4,3,3,3,3,4,4,Performance evaluations are typical and generally follow the same format.
241dc7f2-011f-4d14-a0b3-895d2ce7b191,2023-01-30,5,4,5,4,4,5,5,5,5,5,4,4,4,4,5,4,4,4,The workplace environment is proud and promotes proud collaboration.
04e45726-d9dc-4720-9fbe-3e1e8f17b630,2023-04-18,4,3,3,4,3,4,3,3,3,3,2,4,3,3,3,4,3,4,The training provided is acceptable. It serves its purpose.
215fb7f5-01ae-40e4-8b70-7029bc8d9899,2024-01-02,2,2,2,2,1,1,2,1,2,1,2,2,1,1,2,1,1,2,There's a unhappy culture and a unhappy of respect.
f2d3b670-1cfa-4213-bedc-05171b379282,2023-10-08,2,2,1,1,1,1,2,2,1,2,1,2,1,2,1,1,1,1,"My contributions feel completely stagnant, and I am not stagnant for my work."
1d44a325-6045-4b7b-aeb7-ccd7a5bd9053,2023-05-08,4,4,4,5,5,4,4,4,4,4,5,4,5,4,5,4,4,4,My manager is so enjoy. I am enjoy with the leadership.
0e94267d-27f8-4f62-bb4f-ac0e408e9085,2023-08-17,5,5,4,4,4,5,4,5,4,4,4,4,4,4,4,4,4,5,I'm truly love with the recognition I've received.
bc7a054d-d3a3-4e7f-b116-d9deadddebbd,2023-04-21,5,5,5,5,5,4,5,5,5,5,3,4,5,5,4,4,5,5,My manager is so happy. I am happy with the leadership.
a56a7434-358a-44cc-b2ef-2f5c3af8b71d,2023-05-16,1,1,2,2,2,1,1,2,1,3,2,1,1,1,1,1,2,2,The workload is stagnant and I have a stagnant work-life balance.
eb42d572-23c0-4180-a52f-46604d6a8bac,2023-12-28,5,4,4,5,4,4,4,4,4,5,4,5,5,4,5,5,4,5,I am love with the company culture.
4086264d-7c76-4fe3-ba25-56effa67b0ea,2023-07-05,4,3,4,3,4,4,4,3,2,2,4,3,4,3,4,3,4,3,My job is regular. The responsibilities are regular.
b6c5033c-d1ad-4e0f-9634-27e23241c055,2024-10-17,4,4,4,4,4,5,4,4,4,4,5,5,5,4,4,4,4,5,My manager is so fantastic. I am fantastic with the leadership.
9e28be4f-07de-496c-bc1d-0e5cbaa3dc5e,2024-08-06,5,5,4,4,4,5,5,4,4,4,5,4,5,5,4,4,4,5,I feel great about my job. The team is great.
1e0be5ba-eb70-4351-9231-7dcb09748a67,2023-05-09,3,3,3,4,4,4,3,4,2,4,3,4,4,3,4,4,4,4,My job is expected. The responsibilities are expected.
5ab6ad60-b0db-4475-86bd-f302cdc4c24e,2023-09-18,4,3,3,3,3,4,3,4,5,4,3,4,4,3,3,4,4,3,My job is normal. The responsibilities are normal.
a9801f03-e68f-49ff-8ffa-a60abf619257,2024-05-29,4,4,4,4,4,5,4,5,4,5,5,5,5,4,4,5,5,5,My manager is so enjoy. I am enjoy with the leadership.
f5187620-8b1a-42b4-b27a-a4661338acc8,2024-03-24,4,3,4,3,4,4,3,4,3,4,3,4,3,4,3,3,4,4,The company's approach to innovation is quite standard.
